"product_id";"total_orders";"reordered_orders";"reorder_rate";"price_sensitivity"
21513;5;1.0;0.2;"High Sensitivity"
6550;4;2.0;0.5;"Medium Sensitivity"
44539;1;0.0;0.0;"High Sensitivity"
29229;2;1.0;0.5;"Medium Sensitivity"
12087;4;2.0;0.5;"Medium Sensitivity"
45134;3;0.0;0.0;"High Sensitivity"
4161;2;2.0;1.0;"Low Sensitivity"
13133;1;1.0;1.0;"Low Sensitivity"
11020;1;1.0;1.0;"Low Sensitivity"
19548;3;2.0;0.667;"Low Sensitivity"
3699;1;1.0;1.0;"Low Sensitivity"
17326;1;1.0;1.0;"Low Sensitivity"
38504;2;1.0;0.5;"Medium Sensitivity"
33989;1;0.0;0.0;"High Sensitivity"
34497;3;1.0;0.333;"Medium Sensitivity"
42958;5;2.0;0.4;"Medium Sensitivity"
45488;1;0.0;0.0;"High Sensitivity"
46047;8;4.0;0.5;"Medium Sensitivity"
25208;1;1.0;1.0;"Low Sensitivity"
35090;3;1.0;0.333;"Medium Sensitivity"
46913;3;2.0;0.667;"Low Sensitivity"
9444;1;0.0;0.0;"High Sensitivity"
30340;5;4.0;0.8;"Low Sensitivity"
40316;3;2.0;0.667;"Low Sensitivity"
23580;3;3.0;1.0;"Low Sensitivity"
1617;1;0.0;0.0;"High Sensitivity"
11014;4;4.0;1.0;"Low Sensitivity"
28100;2;0.0;0.0;"High Sensitivity"
12545;7;4.0;0.571;"Medium Sensitivity"
1640;1;1.0;1.0;"Low Sensitivity"
6722;2;1.0;0.5;"Medium Sensitivity"
28782;5;5.0;1.0;"Low Sensitivity"
14376;3;3.0;1.0;"Low Sensitivity"
15271;2;1.0;0.5;"Medium Sensitivity"
46565;1;1.0;1.0;"Low Sensitivity"
48551;1;1.0;1.0;"Low Sensitivity"
16622;1;0.0;0.0;"High Sensitivity"
35034;1;1.0;1.0;"Low Sensitivity"
4714;1;1.0;1.0;"Low Sensitivity"
44267;1;1.0;1.0;"Low Sensitivity"
48043;3;2.0;0.667;"Low Sensitivity"
45741;6;3.0;0.5;"Medium Sensitivity"
34763;1;1.0;1.0;"Low Sensitivity"
8775;1;1.0;1.0;"Low Sensitivity"
45962;1;1.0;1.0;"Low Sensitivity"
22144;5;4.0;0.8;"Low Sensitivity"
12872;17;11.0;0.647;"Low Sensitivity"
21142;1;1.0;1.0;"Low Sensitivity"
26665;2;2.0;1.0;"Low Sensitivity"
877;2;2.0;1.0;"Low Sensitivity"
18025;3;0.0;0.0;"High Sensitivity"
27683;11;9.0;0.818;"Low Sensitivity"
16215;2;1.0;0.5;"Medium Sensitivity"
5727;1;0.0;0.0;"High Sensitivity"
10580;3;1.0;0.333;"Medium Sensitivity"
16044;3;1.0;0.333;"Medium Sensitivity"
17606;1;0.0;0.0;"High Sensitivity"
31445;1;0.0;0.0;"High Sensitivity"
15730;1;0.0;0.0;"High Sensitivity"
30966;1;0.0;0.0;"High Sensitivity"
17008;16;10.0;0.625;"Low Sensitivity"
46803;1;0.0;0.0;"High Sensitivity"
311;15;11.0;0.733;"Low Sensitivity"
7923;2;0.0;0.0;"High Sensitivity"
45309;2;0.0;0.0;"High Sensitivity"
45082;1;0.0;0.0;"High Sensitivity"
48785;2;2.0;1.0;"Low Sensitivity"
7647;3;2.0;0.667;"Low Sensitivity"
38593;2;0.0;0.0;"High Sensitivity"
44414;2;2.0;1.0;"Low Sensitivity"
1422;1;1.0;1.0;"Low Sensitivity"
5578;3;0.0;0.0;"High Sensitivity"
40278;2;0.0;0.0;"High Sensitivity"
39174;1;0.0;0.0;"High Sensitivity"
34430;2;2.0;1.0;"Low Sensitivity"
34213;3;3.0;1.0;"Low Sensitivity"
44297;1;1.0;1.0;"Low Sensitivity"
7314;2;2.0;1.0;"Low Sensitivity"
48301;2;2.0;1.0;"Low Sensitivity"
25796;1;0.0;0.0;"High Sensitivity"
44229;2;1.0;0.5;"Medium Sensitivity"
961;1;0.0;0.0;"High Sensitivity"
27920;1;1.0;1.0;"Low Sensitivity"
6252;3;3.0;1.0;"Low Sensitivity"
33613;1;1.0;1.0;"Low Sensitivity"
26083;1;1.0;1.0;"Low Sensitivity"
11732;2;2.0;1.0;"Low Sensitivity"
21948;2;1.0;0.5;"Medium Sensitivity"
43577;2;2.0;1.0;"Low Sensitivity"
26833;1;0.0;0.0;"High Sensitivity"
39083;2;0.0;0.0;"High Sensitivity"
43070;1;0.0;0.0;"High Sensitivity"
28215;2;0.0;0.0;"High Sensitivity"
1661;2;1.0;0.5;"Medium Sensitivity"
15860;7;3.0;0.429;"Medium Sensitivity"
3231;1;0.0;0.0;"High Sensitivity"
31642;1;0.0;0.0;"High Sensitivity"
46787;2;2.0;1.0;"Low Sensitivity"
13988;7;3.0;0.429;"Medium Sensitivity"
24943;1;0.0;0.0;"High Sensitivity"
16001;1;1.0;1.0;"Low Sensitivity"
19627;10;7.0;0.7;"Low Sensitivity"
34635;4;1.0;0.25;"High Sensitivity"
38553;2;0.0;0.0;"High Sensitivity"
35105;1;0.0;0.0;"High Sensitivity"
1970;1;0.0;0.0;"High Sensitivity"
37552;7;5.0;0.714;"Low Sensitivity"
3007;5;3.0;0.6;"Low Sensitivity"
9811;1;0.0;0.0;"High Sensitivity"
36869;2;1.0;0.5;"Medium Sensitivity"
20327;5;2.0;0.4;"Medium Sensitivity"
22416;2;1.0;0.5;"Medium Sensitivity"
36994;4;3.0;0.75;"Low Sensitivity"
33017;1;1.0;1.0;"Low Sensitivity"
47877;7;4.0;0.571;"Medium Sensitivity"
16628;1;1.0;1.0;"Low Sensitivity"
20838;1;1.0;1.0;"Low Sensitivity"
20433;2;2.0;1.0;"Low Sensitivity"
44714;1;1.0;1.0;"Low Sensitivity"
47554;1;1.0;1.0;"Low Sensitivity"
42713;1;1.0;1.0;"Low Sensitivity"
39394;2;1.0;0.5;"Medium Sensitivity"
40592;5;3.0;0.6;"Low Sensitivity"
47050;1;1.0;1.0;"Low Sensitivity"
25602;1;1.0;1.0;"Low Sensitivity"
35804;1;1.0;1.0;"Low Sensitivity"
13116;2;1.0;0.5;"Medium Sensitivity"
22943;1;1.0;1.0;"Low Sensitivity"
9913;2;1.0;0.5;"Medium Sensitivity"
43597;1;1.0;1.0;"Low Sensitivity"
40523;1;0.0;0.0;"High Sensitivity"
20573;1;0.0;0.0;"High Sensitivity"
35504;10;9.0;0.9;"Low Sensitivity"
12212;4;2.0;0.5;"Medium Sensitivity"
13702;12;9.0;0.75;"Low Sensitivity"
23644;16;11.0;0.688;"Low Sensitivity"
5606;1;0.0;0.0;"High Sensitivity"
25330;7;6.0;0.857;"Low Sensitivity"
6061;1;0.0;0.0;"High Sensitivity"
8075;4;2.0;0.5;"Medium Sensitivity"
39236;3;0.0;0.0;"High Sensitivity"
36696;2;0.0;0.0;"High Sensitivity"
16630;1;0.0;0.0;"High Sensitivity"
11288;1;0.0;0.0;"High Sensitivity"
28373;6;6.0;1.0;"Low Sensitivity"
32465;16;10.0;0.625;"Low Sensitivity"
47875;3;2.0;0.667;"Low Sensitivity"
5589;1;1.0;1.0;"Low Sensitivity"
22115;10;9.0;0.9;"Low Sensitivity"
15182;2;2.0;1.0;"Low Sensitivity"
36164;4;4.0;1.0;"Low Sensitivity"
21253;1;1.0;1.0;"Low Sensitivity"
23854;6;3.0;0.5;"Medium Sensitivity"
6649;1;1.0;1.0;"Low Sensitivity"
39349;1;1.0;1.0;"Low Sensitivity"
27299;1;1.0;1.0;"Low Sensitivity"
26710;2;2.0;1.0;"Low Sensitivity"
33602;1;0.0;0.0;"High Sensitivity"
37761;1;0.0;0.0;"High Sensitivity"
23517;5;2.0;0.4;"Medium Sensitivity"
264;6;5.0;0.833;"Low Sensitivity"
12672;4;3.0;0.75;"Low Sensitivity"
10151;7;3.0;0.429;"Medium Sensitivity"
8228;3;1.0;0.333;"Medium Sensitivity"
33745;1;1.0;1.0;"Low Sensitivity"
10388;3;1.0;0.333;"Medium Sensitivity"
21011;1;0.0;0.0;"High Sensitivity"
10911;1;0.0;0.0;"High Sensitivity"
18296;5;2.0;0.4;"Medium Sensitivity"
42629;3;2.0;0.667;"Low Sensitivity"
18634;1;0.0;0.0;"High Sensitivity"
47284;1;0.0;0.0;"High Sensitivity"
12339;3;1.0;0.333;"Medium Sensitivity"
26043;1;1.0;1.0;"Low Sensitivity"
46453;1;1.0;1.0;"Low Sensitivity"
8815;1;1.0;1.0;"Low Sensitivity"
43611;2;1.0;0.5;"Medium Sensitivity"
36046;3;2.0;0.667;"Low Sensitivity"
17303;1;1.0;1.0;"Low Sensitivity"
2692;1;1.0;1.0;"Low Sensitivity"
47098;1;1.0;1.0;"Low Sensitivity"
26456;2;1.0;0.5;"Medium Sensitivity"
36619;1;0.0;0.0;"High Sensitivity"
46065;1;0.0;0.0;"High Sensitivity"
6979;1;1.0;1.0;"Low Sensitivity"
405;4;3.0;0.75;"Low Sensitivity"
28593;2;2.0;1.0;"Low Sensitivity"
29794;2;1.0;0.5;"Medium Sensitivity"
10554;1;1.0;1.0;"Low Sensitivity"
14228;1;1.0;1.0;"Low Sensitivity"
45149;6;3.0;0.5;"Medium Sensitivity"
28800;1;1.0;1.0;"Low Sensitivity"
6139;1;1.0;1.0;"Low Sensitivity"
1774;1;1.0;1.0;"Low Sensitivity"
29862;1;1.0;1.0;"Low Sensitivity"
22024;1;1.0;1.0;"Low Sensitivity"
35271;1;1.0;1.0;"Low Sensitivity"
12720;2;2.0;1.0;"Low Sensitivity"
31672;1;0.0;0.0;"High Sensitivity"
40232;1;0.0;0.0;"High Sensitivity"
12911;3;1.0;0.333;"Medium Sensitivity"
48645;2;0.0;0.0;"High Sensitivity"
24831;2;1.0;0.5;"Medium Sensitivity"
8776;1;0.0;0.0;"High Sensitivity"
16618;3;0.0;0.0;"High Sensitivity"
39698;2;0.0;0.0;"High Sensitivity"
11307;3;2.0;0.667;"Low Sensitivity"
3348;1;0.0;0.0;"High Sensitivity"
26459;1;0.0;0.0;"High Sensitivity"
46672;1;0.0;0.0;"High Sensitivity"
46934;1;0.0;0.0;"High Sensitivity"
48309;5;4.0;0.8;"Low Sensitivity"
14419;3;2.0;0.667;"Low Sensitivity"
17155;2;0.0;0.0;"High Sensitivity"
1696;1;1.0;1.0;"Low Sensitivity"
33565;2;2.0;1.0;"Low Sensitivity"
23745;1;1.0;1.0;"Low Sensitivity"
30428;1;1.0;1.0;"Low Sensitivity"
47537;3;1.0;0.333;"Medium Sensitivity"
10867;2;1.0;0.5;"Medium Sensitivity"
22904;1;0.0;0.0;"High Sensitivity"
39721;4;4.0;1.0;"Low Sensitivity"
45870;1;0.0;0.0;"High Sensitivity"
3145;2;1.0;0.5;"Medium Sensitivity"
44278;5;2.0;0.4;"Medium Sensitivity"
11075;3;0.0;0.0;"High Sensitivity"
33094;1;0.0;0.0;"High Sensitivity"
49325;7;3.0;0.429;"Medium Sensitivity"
16357;1;0.0;0.0;"High Sensitivity"
40362;1;0.0;0.0;"High Sensitivity"
42756;3;2.0;0.667;"Low Sensitivity"
9032;1;1.0;1.0;"Low Sensitivity"
36922;1;1.0;1.0;"Low Sensitivity"
25535;1;0.0;0.0;"High Sensitivity"
4037;2;1.0;0.5;"Medium Sensitivity"
5491;7;6.0;0.857;"Low Sensitivity"
44430;1;0.0;0.0;"High Sensitivity"
30214;1;1.0;1.0;"Low Sensitivity"
34295;2;1.0;0.5;"Medium Sensitivity"
45246;1;1.0;1.0;"Low Sensitivity"
33825;3;1.0;0.333;"Medium Sensitivity"
9500;1;1.0;1.0;"Low Sensitivity"
48239;3;2.0;0.667;"Low Sensitivity"
44290;1;1.0;1.0;"Low Sensitivity"
3192;1;1.0;1.0;"Low Sensitivity"
18879;1;1.0;1.0;"Low Sensitivity"
45224;2;1.0;0.5;"Medium Sensitivity"
403;1;1.0;1.0;"Low Sensitivity"
40352;1;0.0;0.0;"High Sensitivity"
10174;1;0.0;0.0;"High Sensitivity"
28698;2;1.0;0.5;"Medium Sensitivity"
4982;1;0.0;0.0;"High Sensitivity"
39429;4;0.0;0.0;"High Sensitivity"
26848;7;1.0;0.143;"High Sensitivity"
17526;4;1.0;0.25;"High Sensitivity"
40935;1;0.0;0.0;"High Sensitivity"
23254;1;1.0;1.0;"Low Sensitivity"
33135;5;3.0;0.6;"Low Sensitivity"
24673;2;1.0;0.5;"Medium Sensitivity"
48747;3;1.0;0.333;"Medium Sensitivity"
6508;5;3.0;0.6;"Low Sensitivity"
36114;1;1.0;1.0;"Low Sensitivity"
49281;2;0.0;0.0;"High Sensitivity"
18168;2;0.0;0.0;"High Sensitivity"
24204;1;0.0;0.0;"High Sensitivity"
40388;2;1.0;0.5;"Medium Sensitivity"
44527;1;0.0;0.0;"High Sensitivity"
10453;2;0.0;0.0;"High Sensitivity"
12914;4;2.0;0.5;"Medium Sensitivity"
44367;1;0.0;0.0;"High Sensitivity"
46877;2;0.0;0.0;"High Sensitivity"
20708;2;1.0;0.5;"Medium Sensitivity"
11870;2;0.0;0.0;"High Sensitivity"
42093;4;2.0;0.5;"Medium Sensitivity"
14032;1;1.0;1.0;"Low Sensitivity"
5716;3;2.0;0.667;"Low Sensitivity"
2433;4;2.0;0.5;"Medium Sensitivity"
30764;3;0.0;0.0;"High Sensitivity"
9213;2;0.0;0.0;"High Sensitivity"
3126;1;1.0;1.0;"Low Sensitivity"
14861;3;1.0;0.333;"Medium Sensitivity"
37131;1;1.0;1.0;"Low Sensitivity"
49328;1;1.0;1.0;"Low Sensitivity"
36664;2;2.0;1.0;"Low Sensitivity"
17634;7;7.0;1.0;"Low Sensitivity"
343;5;2.0;0.4;"Medium Sensitivity"
1406;4;3.0;0.75;"Low Sensitivity"
14471;2;1.0;0.5;"Medium Sensitivity"
29660;2;1.0;0.5;"Medium Sensitivity"
19087;3;1.0;0.333;"Medium Sensitivity"
20413;1;1.0;1.0;"Low Sensitivity"
2063;4;4.0;1.0;"Low Sensitivity"
48230;5;4.0;0.8;"Low Sensitivity"
2163;1;0.0;0.0;"High Sensitivity"
22827;8;2.0;0.25;"High Sensitivity"
38102;1;1.0;1.0;"Low Sensitivity"
16436;2;2.0;1.0;"Low Sensitivity"
36310;1;1.0;1.0;"Low Sensitivity"
8501;6;4.0;0.667;"Low Sensitivity"
10116;1;1.0;1.0;"Low Sensitivity"
4138;11;6.0;0.545;"Medium Sensitivity"
1973;1;1.0;1.0;"Low Sensitivity"
36689;2;1.0;0.5;"Medium Sensitivity"
717;1;1.0;1.0;"Low Sensitivity"
17998;1;1.0;1.0;"Low Sensitivity"
39196;1;1.0;1.0;"Low Sensitivity"
46139;2;1.0;0.5;"Medium Sensitivity"
20769;1;0.0;0.0;"High Sensitivity"
38321;2;1.0;0.5;"Medium Sensitivity"
33897;6;3.0;0.5;"Medium Sensitivity"
42242;6;1.0;0.167;"High Sensitivity"
19393;1;0.0;0.0;"High Sensitivity"
17915;2;2.0;1.0;"Low Sensitivity"
39762;2;0.0;0.0;"High Sensitivity"
28234;1;0.0;0.0;"High Sensitivity"
39262;2;0.0;0.0;"High Sensitivity"
4687;2;2.0;1.0;"Low Sensitivity"
33552;2;0.0;0.0;"High Sensitivity"
22829;5;4.0;0.8;"Low Sensitivity"
49191;7;6.0;0.857;"Low Sensitivity"
12193;1;1.0;1.0;"Low Sensitivity"
33195;6;5.0;0.833;"Low Sensitivity"
32978;3;3.0;1.0;"Low Sensitivity"
31188;1;1.0;1.0;"Low Sensitivity"
23181;1;0.0;0.0;"High Sensitivity"
30016;2;0.0;0.0;"High Sensitivity"
30571;2;1.0;0.5;"Medium Sensitivity"
10369;7;4.0;0.571;"Medium Sensitivity"
27012;4;3.0;0.75;"Low Sensitivity"
17397;1;0.0;0.0;"High Sensitivity"
17142;1;0.0;0.0;"High Sensitivity"
23840;2;0.0;0.0;"High Sensitivity"
49518;3;2.0;0.667;"Low Sensitivity"
49567;2;1.0;0.5;"Medium Sensitivity"
37075;1;1.0;1.0;"Low Sensitivity"
15773;1;1.0;1.0;"Low Sensitivity"
25438;3;2.0;0.667;"Low Sensitivity"
3480;2;2.0;1.0;"Low Sensitivity"
2495;1;0.0;0.0;"High Sensitivity"
45787;1;1.0;1.0;"Low Sensitivity"
17721;5;2.0;0.4;"Medium Sensitivity"
2309;4;1.0;0.25;"High Sensitivity"
20460;1;1.0;1.0;"Low Sensitivity"
33089;2;0.0;0.0;"High Sensitivity"
43421;3;0.0;0.0;"High Sensitivity"
39442;3;2.0;0.667;"Low Sensitivity"
20518;2;2.0;1.0;"Low Sensitivity"
38440;1;1.0;1.0;"Low Sensitivity"
44943;3;2.0;0.667;"Low Sensitivity"
31954;6;4.0;0.667;"Low Sensitivity"
18935;2;1.0;0.5;"Medium Sensitivity"
12192;3;1.0;0.333;"Medium Sensitivity"
26118;4;0.0;0.0;"High Sensitivity"
11277;1;0.0;0.0;"High Sensitivity"
13417;1;0.0;0.0;"High Sensitivity"
19376;2;2.0;1.0;"Low Sensitivity"
10045;1;1.0;1.0;"Low Sensitivity"
25825;2;2.0;1.0;"Low Sensitivity"
22178;2;2.0;1.0;"Low Sensitivity"
14006;1;1.0;1.0;"Low Sensitivity"
30483;2;1.0;0.5;"Medium Sensitivity"
23761;1;1.0;1.0;"Low Sensitivity"
18358;1;1.0;1.0;"Low Sensitivity"
21591;1;1.0;1.0;"Low Sensitivity"
36170;1;1.0;1.0;"Low Sensitivity"
21384;1;0.0;0.0;"High Sensitivity"
15604;5;2.0;0.4;"Medium Sensitivity"
26739;2;1.0;0.5;"Medium Sensitivity"
1930;3;0.0;0.0;"High Sensitivity"
33216;1;1.0;1.0;"Low Sensitivity"
40620;1;0.0;0.0;"High Sensitivity"
46479;2;0.0;0.0;"High Sensitivity"
8475;3;2.0;0.667;"Low Sensitivity"
34254;6;4.0;0.667;"Low Sensitivity"
121;1;0.0;0.0;"High Sensitivity"
6343;6;4.0;0.667;"Low Sensitivity"
39374;2;0.0;0.0;"High Sensitivity"
44590;1;0.0;0.0;"High Sensitivity"
31573;3;1.0;0.333;"Medium Sensitivity"
23023;2;2.0;1.0;"Low Sensitivity"
524;2;1.0;0.5;"Medium Sensitivity"
26826;1;1.0;1.0;"Low Sensitivity"
14612;3;0.0;0.0;"High Sensitivity"
19296;1;0.0;0.0;"High Sensitivity"
31087;3;2.0;0.667;"Low Sensitivity"
39027;2;0.0;0.0;"High Sensitivity"
33204;2;1.0;0.5;"Medium Sensitivity"
47248;2;2.0;1.0;"Low Sensitivity"
39613;2;1.0;0.5;"Medium Sensitivity"
17261;1;0.0;0.0;"High Sensitivity"
48548;1;0.0;0.0;"High Sensitivity"
8854;3;0.0;0.0;"High Sensitivity"
21025;1;0.0;0.0;"High Sensitivity"
3377;1;0.0;0.0;"High Sensitivity"
12939;1;0.0;0.0;"High Sensitivity"
23750;1;0.0;0.0;"High Sensitivity"
18453;1;0.0;0.0;"High Sensitivity"
40470;3;0.0;0.0;"High Sensitivity"
29284;2;0.0;0.0;"High Sensitivity"
42073;1;1.0;1.0;"Low Sensitivity"
40974;2;1.0;0.5;"Medium Sensitivity"
10080;2;2.0;1.0;"Low Sensitivity"
47532;3;1.0;0.333;"Medium Sensitivity"
15801;1;0.0;0.0;"High Sensitivity"
15895;2;1.0;0.5;"Medium Sensitivity"
23259;1;0.0;0.0;"High Sensitivity"
24407;1;0.0;0.0;"High Sensitivity"
18023;5;4.0;0.8;"Low Sensitivity"
42500;3;2.0;0.667;"Low Sensitivity"
21873;4;2.0;0.5;"Medium Sensitivity"
14444;3;1.0;0.333;"Medium Sensitivity"
24062;7;7.0;1.0;"Low Sensitivity"
21849;3;3.0;1.0;"Low Sensitivity"
38167;1;1.0;1.0;"Low Sensitivity"
18215;1;1.0;1.0;"Low Sensitivity"
38192;9;7.0;0.778;"Low Sensitivity"
19049;5;5.0;1.0;"Low Sensitivity"
43406;3;2.0;0.667;"Low Sensitivity"
1356;2;2.0;1.0;"Low Sensitivity"
12204;7;5.0;0.714;"Low Sensitivity"
15084;2;1.0;0.5;"Medium Sensitivity"
1199;4;2.0;0.5;"Medium Sensitivity"
44404;2;1.0;0.5;"Medium Sensitivity"
39652;1;0.0;0.0;"High Sensitivity"
37754;5;4.0;0.8;"Low Sensitivity"
41806;9;5.0;0.556;"Medium Sensitivity"
5114;7;4.0;0.571;"Medium Sensitivity"
4809;6;3.0;0.5;"Medium Sensitivity"
14491;6;3.0;0.5;"Medium Sensitivity"
23025;9;5.0;0.556;"Medium Sensitivity"
1018;1;0.0;0.0;"High Sensitivity"
10804;3;2.0;0.667;"Low Sensitivity"
18072;1;0.0;0.0;"High Sensitivity"
1269;1;0.0;0.0;"High Sensitivity"
2748;8;8.0;1.0;"Low Sensitivity"
39216;11;6.0;0.545;"Medium Sensitivity"
30592;1;0.0;0.0;"High Sensitivity"
2544;2;0.0;0.0;"High Sensitivity"
19370;9;6.0;0.667;"Low Sensitivity"
15503;3;2.0;0.667;"Low Sensitivity"
43764;2;0.0;0.0;"High Sensitivity"
9340;3;2.0;0.667;"Low Sensitivity"
45588;6;3.0;0.5;"Medium Sensitivity"
8415;1;0.0;0.0;"High Sensitivity"
35412;4;4.0;1.0;"Low Sensitivity"
5374;1;1.0;1.0;"Low Sensitivity"
15672;2;1.0;0.5;"Medium Sensitivity"
1883;4;2.0;0.5;"Medium Sensitivity"
40645;2;1.0;0.5;"Medium Sensitivity"
44201;5;3.0;0.6;"Low Sensitivity"
21999;2;0.0;0.0;"High Sensitivity"
7893;2;1.0;0.5;"Medium Sensitivity"
33162;1;0.0;0.0;"High Sensitivity"
16747;1;1.0;1.0;"Low Sensitivity"
43044;1;0.0;0.0;"High Sensitivity"
49232;1;0.0;0.0;"High Sensitivity"
7835;6;2.0;0.333;"Medium Sensitivity"
25619;1;0.0;0.0;"High Sensitivity"
24948;1;1.0;1.0;"Low Sensitivity"
12196;5;2.0;0.4;"Medium Sensitivity"
17044;6;2.0;0.333;"Medium Sensitivity"
40634;4;2.0;0.5;"Medium Sensitivity"
9454;1;1.0;1.0;"Low Sensitivity"
37213;3;2.0;0.667;"Low Sensitivity"
41144;1;0.0;0.0;"High Sensitivity"
37995;1;0.0;0.0;"High Sensitivity"
33021;2;1.0;0.5;"Medium Sensitivity"
13093;2;0.0;0.0;"High Sensitivity"
7891;2;0.0;0.0;"High Sensitivity"
7361;8;2.0;0.25;"High Sensitivity"
31564;5;2.0;0.4;"Medium Sensitivity"
41785;2;2.0;1.0;"Low Sensitivity"
23098;1;0.0;0.0;"High Sensitivity"
37658;2;1.0;0.5;"Medium Sensitivity"
32818;2;2.0;1.0;"Low Sensitivity"
27582;1;1.0;1.0;"Low Sensitivity"
5531;1;0.0;0.0;"High Sensitivity"
7118;1;0.0;0.0;"High Sensitivity"
20985;3;2.0;0.667;"Low Sensitivity"
29603;4;4.0;1.0;"Low Sensitivity"
31287;2;0.0;0.0;"High Sensitivity"
45860;1;0.0;0.0;"High Sensitivity"
23008;2;0.0;0.0;"High Sensitivity"
47547;4;0.0;0.0;"High Sensitivity"
1546;3;2.0;0.667;"Low Sensitivity"
12955;6;4.0;0.667;"Low Sensitivity"
44268;3;0.0;0.0;"High Sensitivity"
9290;3;2.0;0.667;"Low Sensitivity"
16655;1;0.0;0.0;"High Sensitivity"
34058;1;0.0;0.0;"High Sensitivity"
16789;4;1.0;0.25;"High Sensitivity"
7620;1;0.0;0.0;"High Sensitivity"
24002;1;0.0;0.0;"High Sensitivity"
28597;11;9.0;0.818;"Low Sensitivity"
11331;3;3.0;1.0;"Low Sensitivity"
7240;2;1.0;0.5;"Medium Sensitivity"
17769;3;2.0;0.667;"Low Sensitivity"
10479;2;1.0;0.5;"Medium Sensitivity"
16014;2;1.0;0.5;"Medium Sensitivity"
37731;1;1.0;1.0;"Low Sensitivity"
31305;1;1.0;1.0;"Low Sensitivity"
28748;2;2.0;1.0;"Low Sensitivity"
35289;3;1.0;0.333;"Medium Sensitivity"
14862;1;1.0;1.0;"Low Sensitivity"
10078;1;1.0;1.0;"Low Sensitivity"
6107;1;0.0;0.0;"High Sensitivity"
6898;1;0.0;0.0;"High Sensitivity"
6664;4;2.0;0.5;"Medium Sensitivity"
19519;2;1.0;0.5;"Medium Sensitivity"
5866;2;0.0;0.0;"High Sensitivity"
24093;2;0.0;0.0;"High Sensitivity"
13304;1;0.0;0.0;"High Sensitivity"
33257;3;0.0;0.0;"High Sensitivity"
44075;5;3.0;0.6;"Low Sensitivity"
34128;6;4.0;0.667;"Low Sensitivity"
30664;1;0.0;0.0;"High Sensitivity"
44098;4;2.0;0.5;"Medium Sensitivity"
30736;1;1.0;1.0;"Low Sensitivity"
28578;2;2.0;1.0;"Low Sensitivity"
5283;1;0.0;0.0;"High Sensitivity"
23460;1;1.0;1.0;"Low Sensitivity"
32923;2;0.0;0.0;"High Sensitivity"
49236;7;4.0;0.571;"Medium Sensitivity"
37486;1;1.0;1.0;"Low Sensitivity"
46393;2;0.0;0.0;"High Sensitivity"
29879;2;1.0;0.5;"Medium Sensitivity"
42463;1;0.0;0.0;"High Sensitivity"
45884;1;1.0;1.0;"Low Sensitivity"
5905;1;0.0;0.0;"High Sensitivity"
46181;1;0.0;0.0;"High Sensitivity"
44103;1;1.0;1.0;"Low Sensitivity"
19169;1;1.0;1.0;"Low Sensitivity"
21775;5;4.0;0.8;"Low Sensitivity"
40350;2;1.0;0.5;"Medium Sensitivity"
23348;2;0.0;0.0;"High Sensitivity"
46097;2;1.0;0.5;"Medium Sensitivity"
41517;1;1.0;1.0;"Low Sensitivity"
48898;1;1.0;1.0;"Low Sensitivity"
41120;2;2.0;1.0;"Low Sensitivity"
33122;3;1.0;0.333;"Medium Sensitivity"
34909;1;1.0;1.0;"Low Sensitivity"
20126;3;1.0;0.333;"Medium Sensitivity"
16707;1;1.0;1.0;"Low Sensitivity"
635;2;1.0;0.5;"Medium Sensitivity"
26863;3;2.0;0.667;"Low Sensitivity"
15363;1;0.0;0.0;"High Sensitivity"
24677;1;1.0;1.0;"Low Sensitivity"
4753;2;2.0;1.0;"Low Sensitivity"
37003;3;2.0;0.667;"Low Sensitivity"
44622;2;0.0;0.0;"High Sensitivity"
34898;4;3.0;0.75;"Low Sensitivity"
13303;1;1.0;1.0;"Low Sensitivity"
836;2;2.0;1.0;"Low Sensitivity"
7788;3;2.0;0.667;"Low Sensitivity"
765;1;1.0;1.0;"Low Sensitivity"
13844;1;0.0;0.0;"High Sensitivity"
22089;6;3.0;0.5;"Medium Sensitivity"
10603;12;8.0;0.667;"Low Sensitivity"
41004;2;0.0;0.0;"High Sensitivity"
45154;3;2.0;0.667;"Low Sensitivity"
7808;2;1.0;0.5;"Medium Sensitivity"
3835;6;3.0;0.5;"Medium Sensitivity"
13113;6;6.0;1.0;"Low Sensitivity"
18070;3;2.0;0.667;"Low Sensitivity"
10518;3;3.0;1.0;"Low Sensitivity"
34209;1;1.0;1.0;"Low Sensitivity"
27070;1;0.0;0.0;"High Sensitivity"
5483;1;0.0;0.0;"High Sensitivity"
4813;1;0.0;0.0;"High Sensitivity"
17905;2;0.0;0.0;"High Sensitivity"
18207;1;0.0;0.0;"High Sensitivity"
47873;5;2.0;0.4;"Medium Sensitivity"
31696;2;0.0;0.0;"High Sensitivity"
8442;1;0.0;0.0;"High Sensitivity"
21334;8;3.0;0.375;"Medium Sensitivity"
3864;1;0.0;0.0;"High Sensitivity"
17170;4;0.0;0.0;"High Sensitivity"
28378;6;2.0;0.333;"Medium Sensitivity"
5355;1;0.0;0.0;"High Sensitivity"
25050;1;0.0;0.0;"High Sensitivity"
12392;7;6.0;0.857;"Low Sensitivity"
44426;2;1.0;0.5;"Medium Sensitivity"
18941;1;0.0;0.0;"High Sensitivity"
23244;2;0.0;0.0;"High Sensitivity"
20697;3;1.0;0.333;"Medium Sensitivity"
